treatment,accuracy_mean,accuracy_std,precision_control,recall_control,f1_control,precision_treatment,recall_treatment,f1_treatment,window_length,n_folds
ETANOL,0.5657344632768362,0.04889161374251304,0.6637931034482759,0.46107784431137727,0.5396981519281657,0.5027624309392266,0.7,0.5835030536583411,1,10
CBD 0.3uM,0.6096774193548387,0.05780078925892043,0.6956521739130435,0.47904191616766467,0.5624413218392761,0.5594936708860759,0.7594501718213058,0.6433580009124606,1,10
Total_Extract_CBD,0.5518105158730158,0.07422808471385707,0.5968379446640316,0.45209580838323354,0.5105011001902837,0.5221932114882507,0.6622516556291391,0.5849068485280324,1,10
