treatment,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9
Control,9.416058394160585,12.116788321167883,7.226277372262774,32.62773722627737,5.328467153284672,0.291970802919708,15.839416058394159,4.306569343065694,0.7299270072992701,12.116788321167883
CBD 0.3uM,16.020236087689714,2.1922428330522767,11.298482293423271,40.640809443507585,0.8431703204047217,0.0,6.745362563237774,1.5177065767284992,0.16863406408094433,20.57335581787521
ETANOL,6.741573033707865,17.97752808988764,6.5543071161048685,25.0936329588015,9.737827715355806,0.0,14.41947565543071,7.677902621722846,2.8089887640449436,8.98876404494382
Total_Extract_CBD,9.465648854961833,2.2900763358778624,13.282442748091603,41.98473282442748,1.8320610687022902,0.0,8.549618320610687,4.122137404580153,0.15267175572519084,18.3206106870229
