treatment,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9
CBDV 3uM,4.905660377358491,17.358490566037734,12.830188679245284,13.584905660377359,15.09433962264151,0.37735849056603776,13.20754716981132,15.09433962264151,1.8867924528301887,5.660377358490567
Control,9.201171058134673,22.312839815976577,7.277289836888332,5.541614387285654,19.406106231702218,0.10455876202425764,20.26348808030113,11.271434546214973,1.0037641154328731,3.617733166039314
CBDV 0.3uM,11.926605504587156,37.76758409785933,5.963302752293578,2.90519877675841,13.455657492354739,0.0,11.009174311926607,15.137614678899084,0.1529051987767584,1.6819571865443423
CBDV 30uM,11.040339702760086,27.176220806794056,7.218683651804671,2.547770700636943,24.416135881104033,0.0,13.588110403397028,11.040339702760086,0.8492569002123143,2.1231422505307855
ETANOL,8.876811594202898,38.94927536231884,13.828502415458937,2.475845410628019,9.842995169082126,0.0,6.582125603864735,15.458937198067632,0.36231884057971014,3.6231884057971016
CBD 0.3uM,11.118690313778991,37.8581173260573,11.527967257844475,2.1145975443383356,8.935879945429742,0.1364256480218281,5.9345156889495225,17.80354706684857,0.4092769440654843,4.1609822646657575
Total_Extract_CBD,10.217113665389528,33.33333333333333,11.23882503192848,2.681992337164751,10.983397190293742,0.1277139208173691,10.344827586206897,16.347381864623244,0.2554278416347382,4.469987228607918
CBD 3uM,11.444141689373296,43.32425068119891,15.531335149863759,0.0,9.264305177111716,0.0,2.17983651226158,15.803814713896458,0.2724795640326975,2.17983651226158
CBD 30uM,15.045871559633028,49.357798165137616,8.073394495412845,0.1834862385321101,9.541284403669724,0.0,5.5045871559633035,10.275229357798166,0.1834862385321101,1.834862385321101
