treatment,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9
CBDV 30uM,6.451612903225806,23.655913978494624,8.60215053763441,12.544802867383511,0.0,16.845878136200717,1.4336917562724014,20.43010752688172,0.35842293906810035,9.67741935483871
Control,7.176045431078988,20.598864223025295,11.925658234383068,21.424883840991225,0.05162622612287042,8.982963345379453,3.0459473412493545,14.661848218895198,0.8260196179659267,11.306143520908622
CBDV 3uM,9.734513274336283,40.32869785082174,8.091024020227561,11.25158027812895,0.0,3.4134007585335016,6.447534766118837,2.275600505689001,0.37926675094816686,18.078381795195956
ETANOL,7.617896009673519,41.958887545344616,8.101571946795646,9.915356711003627,0.0,2.418379685610641,7.376058041112454,5.562273276904474,0.48367593712212814,16.56590084643289
CBDV 0.3uM,10.552763819095476,34.505862646566165,10.887772194304858,9.882747068676718,0.0,5.6951423785594635,6.700167504187604,3.350083752093802,0.33500837520938026,18.090452261306535
CBD 3uM,9.294871794871796,54.64743589743589,6.41025641025641,5.769230769230769,0.0,1.282051282051282,9.134615384615383,0.4807692307692308,0.0,12.980769230769232
CBD 30uM,9.70873786407767,44.85436893203884,5.825242718446602,7.961165048543689,0.0,0.7766990291262136,15.53398058252427,0.1941747572815534,0.1941747572815534,14.951456310679612
CBD 0.3uM,10.609480812641085,56.43340857787811,2.0316027088036117,5.8690744920993225,0.0,1.3544018058690745,9.932279909706546,0.9029345372460496,0.2257336343115124,12.641083521444695
