treatment,accuracy_mean,accuracy_std,precision_control,recall_control,f1_control,precision_treatment,recall_treatment,f1_treatment,window_length,n_folds
ETANOL,0.6756756756756757,0.053195461873260345,0.791025641025641,0.7598522167487685,0.7710953190499364,0.39814814814814814,0.4417808219178082,0.41136122115528473,10,10
CBD 0.3uM,0.8498447204968944,0.042292219193706744,0.9255050505050505,0.9027093596059114,0.9138031805046376,0.3779527559055118,0.4485981308411215,0.40410393107756193,10,10
CBD 3uM,0.8198721913007627,0.04870293363920947,0.8903940886699507,0.8903940886699507,0.8901221503754149,0.4943181818181818,0.4943181818181818,0.49693550979179657,10,10
CBD 30uM,0.8247029702970299,0.024376400494907517,0.8794749403341289,0.9076354679802956,0.8931913295130098,0.5481927710843374,0.4739583333333333,0.5032795634230356,10,10
CBDV 0.3uM,0.7118508535489667,0.031907352720264084,0.8002364066193853,0.833743842364532,0.8158901864235599,0.35406698564593303,0.3045267489711934,0.32280865588227103,10,10
CBDV 3uM,0.7047289407839867,0.03243313235925061,0.7787913340935005,0.8411330049261084,0.8085797532432413,0.4055299539170507,0.3120567375886525,0.3496046897003736,10,10
CBDV 30uM,0.8406951743908264,0.031819019630734004,0.8872093023255814,0.9396551724137931,0.9124151842637762,0.14035087719298245,0.0761904761904762,0.10286127271421389,10,10
