treatment,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9
Control,9.156976744186046,10.029069767441861,36.19186046511628,8.575581395348838,0.14534883720930233,2.9069767441860463,5.6686046511627906,12.5,0.7267441860465116,14.098837209302326
Total_Extract_CBD,8.47457627118644,4.842615012106537,41.162227602905574,11.380145278450362,0.0,6.053268765133172,2.9055690072639226,14.527845036319611,0.0,10.653753026634384
CBD 0.3uM,12.909090909090908,10.545454545454545,43.63636363636363,7.2727272727272725,0.0,1.6363636363636365,1.8181818181818181,14.363636363636365,0.0,7.818181818181818
ETANOL,8.539325842696629,11.46067415730337,34.38202247191011,12.584269662921349,0.0,2.696629213483146,3.3707865168539324,12.808988764044942,0.0,14.157303370786517
