state,speed_mean,speed_std,speed_min,speed_25q,speed_median,speed_75q,speed_max,turning_mean,turning_std,turning_max,path_length,displacement,confinement_ratio
0,0.12070498126871614,0.43019649882433714,0.0,0.0,0.0,0.0,1.6887185141907588,0.21050328763048812,0.5382835083274848,1.513285175906332,1.6887185141907588,1.6887185141907588,1.0
1,0.532987935431136,0.6649067780977675,0.0,0.0,0.3333333333333333,0.8864098231394687,2.7950942141685196,1.1991381134339902,1.5671645464874513,3.1415926535897936,147.4823753291283,0.6772764008112895,0.00440503791058623
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.513881511510998,3.345168914586229,0.0,0.0,0.455372680070488,1.2731934217684795,17.96678379110595,1.1252750992612834,1.5504650260720798,3.103300143538496,208.2189633598519,9.989206907862602,0.053255376072761915
4,5.294019864128676,1.7243415201783536,3.605551275463989,3.9937170380792426,4.754135216376082,6.054438042425515,8.06225774829855,0.4869086916118439,0.547661696897667,0.7378150601204649,21.176079456514703,20.248456731316587,0.9561947844452039
5,2.2076814004208667,2.119196106278536,0.015151515151515152,0.7941547509450468,1.4375238322753283,3.606915494855687,9.017546833835903,1.8300468179063578,2.051243099357829,3.141592653589793,545.8730948542433,5.362028174643505,0.012495433274549647
6,2.4524372512120753,3.434418173161675,0.0,0.4322282681817399,1.2882570229027919,3.188022216822317,16.00464227093519,0.9835081031123308,1.349187625335312,2.8231376519014866,296.29534100174226,64.07614193853014,0.4800426774571125
7,0.164816080406852,0.4330520752560271,0.0,0.0,0.0,0.0,1.5685947474777904,0.38446754749753337,0.8903591435966005,2.6879558213824994,5.06748685902282,0.9563900099992783,0.2275994611693526
8,4.748617648757568,3.107326965097198,0.0,2.677810084516548,4.801166006504652,6.736724983748124,17.758982196849907,0.717105325953104,1.0242008239932845,2.8590814531209894,545.0495633142085,242.42357086718297,0.4736639016804117
9,0.8643302684012243,2.529739530248695,0.0,0.0,0.0,0.4238241003535821,11.621472538071979,0.6265213006565747,1.1079565370147968,2.780639311315474,30.15282134804448,10.847776215024219,0.3972714880814461
