treatment,accuracy_mean,accuracy_std,precision_control,recall_control,f1_control,precision_treatment,recall_treatment,f1_treatment,window_length,n_folds
ETANOL,0.6975100401606426,0.029019491014256008,0.7578947368421053,0.8232189973614775,0.7890982385544015,0.5191387559808612,0.42054263565891475,0.46295258986638466,20,10
CBD 0.3uM,0.7328801241221623,0.023509092383691088,0.7920389926888708,0.8575197889182058,0.8234014237934486,0.5149700598802395,0.40186915887850466,0.44860870383160023,20,10
CBD 3uM,0.8672000000000001,0.017959955456514937,0.9533146591970122,0.8979771328056289,0.9246765869118683,0.35195530726256985,0.5575221238938053,0.4307907733623434,20,10
CBD 30uM,0.8702709677419355,0.015016433592420924,0.9501845018450185,0.9058927000879508,0.9274593023495225,0.3184713375796178,0.4807692307692308,0.3810084386836334,20,10
CBDV 0.3uM,0.4535863681102362,0.0460837395709379,0.9233716475095786,0.4239226033421284,0.579240472872979,0.12666666666666668,0.7037037037037037,0.21419244212007427,20,10
CBDV 3uM,0.8180828743771309,0.08803022862631849,0.9175824175824175,0.8812664907651715,0.8956602160561902,0.0625,0.09090909090909091,0.06481849419929916,20,10
CBDV 30uM,0.42178461948553914,0.052354150384315915,0.9278557114228457,0.4072119613016711,0.5636440214085633,0.07544581618655692,0.6043956043956044,0.13403943801267681,20,10
Total_Extract_CBD,0.7494306246545053,0.0370977184968235,0.8745318352059925,0.8214599824098505,0.8468890706003112,0.26714801444043323,0.3557692307692308,0.30165377108538205,20,10
