treatment,classifier,accuracy_mean,accuracy_std,precision_control,recall_control,f1_control,precision_treatment,recall_treatment,f1_treatment,n_significant_features_fdr,n_folds
ETANOL,RandomForest,0.6815782483119693,0.014972310945595467,0.8553590010405827,0.6875784190715182,0.7622691986143557,0.42405551272166536,0.6642512077294686,0.5176722348819531,0,10
CBD 0.3uM,RandomForest,0.691262564102564,0.01755320343849863,0.879085835769333,0.6917607695524886,0.7741390391968811,0.406841046277666,0.689631650750341,0.5114832580129789,0,10
CBD 3uM,RandomForest,0.7416980846964603,0.016939330005314706,0.9687669744703965,0.7459222082810539,0.8427356898086078,0.17177914110429449,0.6866485013623979,0.2742214907884585,0,10
CBD 30uM,RandomForest,0.7371863053506186,0.02204951185115369,0.9466455361859483,0.7494772061898787,0.8364126341274527,0.2225827384815055,0.6293577981651376,0.32973158061710106,0,10
CBDV 0.3uM,RandomForest,0.7051132055031958,0.0178423325889004,0.912535686478069,0.7352572145545797,0.814218820618777,0.20025268477574226,0.4847094801223242,0.2836850626305901,0,10
CBDV 3uM,RandomForest,0.9209425585415685,0.0076509238009679,0.9515763445291572,0.9657047260560435,0.9585732592292739,0.15463917525773196,0.11320754716981132,0.13086408695294716,0,10
CBDV 30uM,RandomForest,0.7043588629368097,0.02284367658198964,0.917939425317111,0.7415307402760352,0.8201418760468371,0.11079136690647481,0.32696390658174096,0.16584228382841734,0,10
Total_Extract_CBD,RandomForest,0.6819339860248246,0.018886288707051536,0.8917793964620188,0.7168548724383104,0.7946501371974797,0.21324811156304474,0.46871008939974457,0.2928466049872211,0,10
