strain,treatment,track_id,n_steps,alpha,R,p_value,is_levy_strict,is_levy_statistical,classification
N2,CBD 0.3uM,1844_10_29,140,3.1140659979490173,-1.9422252297177849,0.23204262341120574,False,False,Brownian
N2,CBD 0.3uM,1844_10_3,63,5.431959996872202,8.206913337938104e-05,0.9701432775791046,False,False,Brownian
N2,CBD 0.3uM,1844_10_30,220,7.446286615042587,-0.0010347478043203628,0.9761292517196934,False,False,Brownian
N2,CBD 0.3uM,1844_10_31,106,2.0959502546086366,-1.0608112724600538,0.3758447090253445,True,False,Lévy
N2,CBD 0.3uM,1844_10_32,212,3.972718071193575,-1.0779612565399785,0.12804217974307705,False,False,Brownian
N2,CBD 0.3uM,1844_10_34,156,3.6022949189827385,-0.05782025316292261,0.0037466259522036544,False,False,Brownian
N2,CBD 0.3uM,1844_10_35,65,385.8051158872336,-0.1348886948339274,0.16881743794464144,False,False,Brownian
N2,CBD 0.3uM,1844_10_36,91,14.053643096708386,-0.7079790010860327,0.2400459762475382,False,False,Brownian
N2,CBD 0.3uM,1844_10_37,230,2.530354374956006,-3.668637817383731,0.12306176061691816,True,False,Lévy
N2,CBD 0.3uM,1844_10_4,160,8.392778401674105,-0.033967572496198306,0.2887351065287944,False,False,Brownian
N2,CBD 0.3uM,1844_10_40,83,2.6235372470457827,-0.017640555358011012,0.893583099631771,True,False,Lévy
N2,CBD 0.3uM,1844_10_41,111,31.98872584358205,-0.22874521788494462,0.13383870410243676,False,False,Brownian
N2,CBD 0.3uM,1844_10_44,216,6.013888032212424,-1.2123496412866457,0.06876874629275476,False,False,Brownian
N2,CBD 0.3uM,1844_10_5,59,3.2569706005005576,-0.014569379862329646,0.8966595906745272,False,False,Brownian
N2,CBD 0.3uM,1844_10_50,110,17.15818445795639,-2.2861738113190695,0.05587123713054815,False,False,Brownian
N2,CBD 0.3uM,1844_10_55,90,8.12879889857768,-1.604645184178281,0.014215087905479065,False,False,Brownian
N2,CBD 0.3uM,1844_10_56,103,2.2662936235937345,-0.6086230364857625,0.04349676158482583,True,False,Lévy
N2,CBD 0.3uM,1844_10_61,206,2.9155187024377023,-2.3909820677892233,0.18189199977529935,True,False,Lévy
N2,CBD 0.3uM,1844_10_65,54,5.759491566559835,-0.34064911333302117,0.5743375676438405,False,False,Brownian
N2,CBD 0.3uM,1844_10_66,114,2.1818881220954767,-0.5591712319249562,0.49116884216784507,True,False,Lévy
N2,CBD 0.3uM,1844_10_85,139,2.813945013683787,-0.431392677565517,0.5282483389711894,True,False,Lévy
N2,CBD 0.3uM,1844_10_95,144,3.2013572700064445,-0.41409500925019205,0.16379616994370083,False,False,Brownian
N2,CBD 0.3uM,1850_13_10,205,2.865113164296567,-0.015419443053147089,0.059352227164506055,True,False,Lévy
N2,CBD 0.3uM,1850_13_113,110,3.2381768100354096,-1.33662633768895,0.14532770937749992,False,False,Brownian
N2,CBD 0.3uM,1850_13_12,173,5.545000330319508,-4.081919892557787,0.0007767329423370575,False,False,Brownian
N2,CBD 0.3uM,1850_13_120,94,2.3012597674663127,-0.7409158650093075,0.41799127071552156,True,False,Lévy
N2,CBD 0.3uM,1850_13_125,86,2.3064717031907898,-0.9636335723000435,0.3767710825026068,True,False,Lévy
N2,CBD 0.3uM,1850_13_133,72,2.0286529735300642,-1.0530325004300822,0.37174805917524867,True,False,Lévy
N2,CBD 0.3uM,1850_13_134,79,5.525978809596052,-1.1935476765089295,5.099574307667586e-06,False,False,Brownian
N2,CBD 0.3uM,1850_13_14,221,4.482679424844928,0.05523914696465182,0.6209634748362707,False,False,Brownian
N2,CBD 0.3uM,1850_13_143,79,2.717992407935633,-0.816348131392509,0.3905625613787247,True,False,Lévy
N2,CBD 0.3uM,1850_13_15,195,5.764046621901872,-1.335441600117961,0.037988755495197535,False,False,Brownian
N2,CBD 0.3uM,1850_13_150,79,16.39547146035385,-0.024540535101044272,0.33112610624505157,False,False,Brownian
N2,CBD 0.3uM,1850_13_160,51,2.2821620134355145,-0.014253961178679386,0.9173481311189972,True,False,Lévy
N2,CBD 0.3uM,1850_13_162,91,4.149158851867371,-3.2176350639945213,0.0029673384594143645,False,False,Brownian
N2,CBD 0.3uM,1850_13_169,51,4.2578384672533005,-1.2330317370975272,0.026908004358329914,False,False,Brownian
N2,CBD 0.3uM,1850_13_184,65,3.2824453221239187,-1.408005841003782,0.05769091687191336,False,False,Brownian
N2,CBD 0.3uM,1850_13_19,204,5.046385206791718,-1.5735164573464493,0.01016318008959888,False,False,Brownian
N2,CBD 0.3uM,1850_13_2,166,4.168847065779165,-1.075430939154421,0.08368030826854922,False,False,Brownian
N2,CBD 0.3uM,1850_13_20,190,6.0531428709297765,-0.017131518777491805,0.7803643499266468,False,False,Brownian
N2,CBD 0.3uM,1850_13_21,159,5.602293329845457,-0.4542813435609937,0.045022129307416545,False,False,Brownian
N2,CBD 0.3uM,1850_13_22,86,2.136356720953719,-1.5933652790984905,0.30698925074189476,True,False,Lévy
N2,CBD 0.3uM,1850_13_25,204,6.100570099149523,-0.5853748800444203,0.00441586948458916,False,False,Brownian
N2,CBD 0.3uM,1850_13_26,56,3.162477290644975,-0.5211248990201052,0.5224345824320136,False,False,Brownian
N2,CBD 0.3uM,1850_13_28,139,8.441022884748428,-0.08999685845986138,0.32942656045001895,False,False,Brownian
N2,CBD 0.3uM,1850_13_29,184,4.861017462419617,-1.9595076392477822,0.025328858333815242,False,False,Brownian
N2,CBD 0.3uM,1850_13_3,97,18.49267737077868,-2.085450335776483,0.15607165863029115,False,False,Brownian
N2,CBD 0.3uM,1850_13_32,184,3.9025340805959403,-1.0265856115479273,0.0034403394900881187,False,False,Brownian
N2,CBD 0.3uM,1850_13_33,178,1.8962601573545659,-0.2649229284440211,0.6783853967487797,True,False,Lévy
