treatment,alpha_pooled,alpha_ci_lower,alpha_ci_upper,xmin,loglikelihood_ratio,p_value,n_total_steps,n_worms_tested,alpha_mean_worms,alpha_median_worms,alpha_std_worms,alpha_min_worms,alpha_max_worms,n_levy_statistical,percent_levy_statistical,n_levy_strict,percent_levy_strict
Control,4.235704020239563,3.97284965580611,5.284842587886618,42.05948168962618,-0.37702154162296697,0.5752645262912037,79120,438,6.156522859334462,3.276494748797793,14.44931622708371,1.6529518791456725,222.62906757968446,2,0.45662100456621,180,41.0958904109589
ETANOL,2.4868449965601296,2.3749665245304548,5.027553029858591,5.0,-62.974518321783776,2.6724898291757838e-12,38634,249,,,,,,10,4.016064257028113,35,14.056224899598394
CBD 0.3uM,7.373410492062523,2.310476480919906,8.865592941279422,31.78049716414141,-0.7520707453313382,0.26809824723828635,31020,205,,,,,,4,1.951219512195122,39,19.024390243902438
CBD 3uM,3.2512384638995497,3.105076605040881,3.3887809686587325,1.4142135623730951,-7.359786666721547,0.002436318317132377,7675,57,21.545452554752327,15.497815139724278,24.72489779633893,2.924666680068027,136.32822682422417,1,1.7543859649122806,1,1.7543859649122806
CBD 30uM,2.2117399321612243,2.17214876734642,9.39471732942288,1.4142135623730951,-1.0941825874173574,0.08361463651220157,7046,46,21.156605396300883,10.286280409559371,35.190359050874825,2.4710306715461465,230.09951187791643,2,4.3478260869565215,3,6.521739130434782
CBDV 0.3uM,4.524232458295023,2.654499773306926,5.030368611034424,28.0,-0.0208369836806237,0.8833971188819191,7578,41,,,,,,0,0.0,8,19.51219512195122
CBDV 3uM,2.948333986674425,2.582056290403303,3.2149213116539612,21.095023109728988,-0.37513907671565727,0.5520794150640829,6697,45,6.904847141226433,3.1526508177979173,22.08296468664449,1.7533964342642643,152.7231171253899,0,0.0,18,40.0
CBDV 30uM,3.856783360744266,3.460913042686587,4.215543142811908,16.278820596099706,-0.37568206000375204,0.590494207392622,6245,31,9.53726331163785,3.7429477273709892,26.917490459642472,1.7870447367861324,155.97903366342723,0,0.0,10,32.25806451612903
Total_Extract_CBD,3.4446613575710874,3.234667884461948,3.8573429706240656,13.892443989449804,-0.6127781122571108,0.49087307273853986,16417,98,,,,,,1,1.0204081632653061,22,22.448979591836736
