treatment,accuracy_mean,accuracy_std,precision_control,recall_control,f1_control,precision_treatment,recall_treatment,f1_treatment,window_length,n_folds
ETANOL,0.5208045977011494,0.11605831992577094,0.6276595744680851,0.35542168674698793,0.43851552904365204,0.47029702970297027,0.7307692307692307,0.5753591313031626,50,10
CBD 0.3uM,0.4855820105820105,0.07300448975755769,0.7166666666666667,0.25903614457831325,0.36464261664261666,0.419811320754717,0.839622641509434,0.5578203195292445,50,10
Total_Extract_CBD,0.6367521367521368,0.06338951310356251,0.6682692307692307,0.8373493975903614,0.7432138037401195,0.5178571428571429,0.29591836734693877,0.3688294548588666,50,10
