treatment,alpha_pooled,alpha_ci_lower,alpha_ci_upper,xmin,loglikelihood_ratio,p_value,n_total_steps,n_worms_tested,alpha_mean_worms,alpha_median_worms,alpha_std_worms,alpha_min_worms,alpha_max_worms,n_levy_statistical,percent_levy_statistical,n_levy_strict,percent_levy_strict
Control,2.735173071191758,2.6674737882694073,7.323310539639237,6.708203932499369,-31.6518566502969,4.3547664348284355e-09,41887,248,,,,,,7,2.82258064516129,38,15.32258064516129
ETANOL,2.5993148590354167,2.562557770517122,5.889470687484554,5.0,-37.26163507147342,4.834514122690312e-08,26993,165,,,,,,7,4.242424242424243,25,15.151515151515152
CBD 0.3uM,2.876398228381797,2.8529253182828187,9.657689830802832,5.830951894845301,-85.65283580929925,7.478110393326886e-18,114855,724,,,,,,19,2.6243093922651934,99,13.674033149171272
CBD 3uM,3.5459756487851064,2.686919595137812,4.481256646162631,8.48528137423857,-0.03801097088206551,0.8325250520046963,3495,24,17.43222008785325,6.563774125510765,30.071286525953553,2.4187542170717458,144.81023679026293,0,0.0,2,8.333333333333332
CBD 30uM,2.5510838118599395,2.4682170087116786,2.6456262772826786,5.0990195135927845,-3.560995010608826,0.07523384255910459,7167,47,53.492398361646075,4.144542498097241,275.4169701879873,2.0396175365870657,1913.2926353727871,0,0.0,11,23.404255319148938
CBDV 0.3uM,3.003439217433937,2.8367511012143716,3.140572313306066,7.810249675906654,-2.4993438946746362,0.09861286808682992,12991,82,17.483747217672192,4.814675527003286,34.4030191708906,1.9634286351972519,187.94274691971694,3,3.6585365853658534,15,18.29268292682927
CBDV 3uM,2.769743296788663,2.5469234797674885,2.985963479168634,7.0,-1.843162148851138,0.13565796966047913,10157,62,42.37862752227621,4.949363151250904,230.0453678238081,1.96477801103375,1828.9589124380598,0,0.0,10,16.129032258064516
CBDV 30uM,3.094302126607399,2.9918302280963203,4.324767872192927,6.708203932499369,-5.923955630454371,0.04187471357006548,10444,73,21.03062862515776,3.584118007595087,108.44059615441411,1.927953742696845,926.9640017602223,1,1.36986301369863,23,31.506849315068493
,3.5805681285152327,3.345727265594297,6.8223845516449835,10.770329614269007,-2.994929651226199,0.11493399216882677,6523,38,15.322013169918938,5.693185138776605,26.061721249640502,1.8656903168346979,148.15489417067428,1,2.631578947368421,6,15.789473684210526
