FRAME;ID;X;Y;LOST_COUNT;#PIX;X_SIZE;Y_SIZE;SHAPE;CEPA;TRATAMIENTO;FECHA
6;47;879;686;0;57;15;9;4383;;;
6;48;978;687;0;61;12;15;52239;;;
6;49;731;716;0;100;10;11;4383;;;
6;50;883;726;0;83;17;21;13068;;;
6;51;967;732;0;88;12;25;18018;;;
6;52;1022;706;0;39;17;35;46147;;;
6;53;1064;724;1;80;8;24;30514;;;
6;54;725;745;0;98;8;13;18039;;;
6;55;764;754;0;119;7;18;13111;;;
6;56;779;754;0;89;7;17;9079;;;
6;57;811;750;0;74;13;12;4926;;;
6;58;925;736;0;59;12;8;785;;;
6;59;796;778;1;89;28;35;37672;;;
6;60;1035;773;0;36;8;19;24583;;;
6;61;850;824;0;53;18;22;4403;;;
6;62;1005;807;0;65;17;22;49203;;;
6;63;1031;835;0;83;8;15;10103;;;
6;64;738;841;1;57;33;9;2297;;;
6;65;784;847;0;77;19;18;51219;;;
6;66;873;857;0;48;20;18;4303;;;
6;67;1017;836;0;95;8;17;9830;;;
6;68;705;873;0;61;6;10;5503;;;
6;69;843;869;0;61;18;7;3541;;;
6;70;663;909;0;48;9;11;4383;;;
6;71;636;291;3;70;6;11;60494;;;
6;72;564;307;1;83;30;16;35268;;;
6;73;875;325;1;38;15;12;4383;;;
6;74;944;343;1;30;29;32;58913;;;
6;75;859;445;0;55;31;35;50744;;;
6;76;835;590;0;30;9;10;4415;;;
6;77;851;722;0;67;9;7;4383;;;
6;78;1083;724;0;50;15;21;46916;;;
6;79;1070;770;0;67;21;20;49427;;;
6;80;1048;798;1;34;21;18;54547;;;
6;81;1081;785;1;55;18;35;16695;;;
6;82;635;938;2;50;7;10;4447;;;
6;83;679;317;0;56;13;19;49155;;;
6;84;785;345;2;93;19;22;52227;;;
6;85;518;382;0;75;9;18;25398;;;
6;86;593;593;1;71;8;11;4383;;;
6;87;1090;727;2;44;14;25;30470;;;
6;88;905;857;2;38;13;19;12591;;;
6;89;534;875;2;52;34;35;6892;;;
6;90;872;482;1;34;14;15;5911;;;
6;91;923;526;0;29;35;23;35938;;;
7;0;672;300;0;74;28;14;10385;;;
7;1;897;307;0;36;17;8;4505;;;
7;2;940;296;0;48;12;16;13064;;;
7;3;853;327;5;33;19;35;14621;;;
7;4;919;317;0;56;13;18;22019;;;
7;5;582;344;0;38;25;16;52464;;;
7;6;697;347;0;65;12;9;3953;;;
7;7;738;347;0;45;22;13;7169;;;
7;8;836;343;0;64;22;35;5577;;;
7;9;874;358;0;30;6;11;4383;;;
7;10;905;369;0;74;18;20;29318;;;
7;11;954;362;0;54;29;22;33879;;;
7;12;504;381;0;66;7;17;8758;;;
7;13;565;384;0;64;17;20;52419;;;
7;14;582;393;0;61;14;18;52419;;;
7;15;713;409;0;79;22;22;5260;;;
7;16;858;384;0;73;9;15;30479;;;
7;17;902;391;0;88;16;17;32887;;;
7;18;969;394;0;51;19;10;3544;;;
7;19;526;413;0;36;13;17;52231;;;
7;20;826;431;0;72;7;14;26182;;;
7;21;871;424;2;67;21;10;2353;;;
7;22;892;420;0;53;20;21;30979;;;
7;23;922;433;0;82;16;16;60993;;;
7;24;982;427;0;78;13;11;6623;;;
7;25;718;467;0;43;18;19;3279;;;
7;26;725;472;5;36;31;20;2766;;;
7;27;810;472;0;78;34;26;3747;;;
7;28;835;466;0;76;9;10;4415;;;
7;29;983;462;0;79;11;7;4383;;;
7;30;1040;497;0;65;15;5;4479;;;
7;31;896;536;3;58;18;24;4174;;;
7;32;1040;526;0;99;28;8;3376;;;
7;33;1055;527;0;79;22;7;2929;;;
7;34;1091;525;0;73;10;12;14182;;;
7;35;908;566;0;85;11;13;5983;;;
7;36;1043;558;0;85;9;21;30466;;;
7;37;1049;574;3;82;11;18;30211;;;
7;38;1095;578;0;65;13;6;3953;;;
7;39;858;619;0;40;8;19;26183;;;
7;40;961;616;0;59;7;13;30263;;;
7;41;1014;592;1;53;9;21;26163;;;
7;42;1016;611;0;42;17;31;17984;;;
7;43;738;650;0;38;18;20;13068;;;
7;44;998;627;3;57;24;20;4334;;;
7;45;1065;622;0;42;19;14;3281;;;
7;46;736;686;0;49;10;7;4447;;;
7;47;879;686;0;56;15;10;4511;;;
7;48;979;687;0;78;21;15;28161;;;
7;49;732;716;0;112;11;11;4383;;;
7;50;884;728;0;90;17;22;13068;;;
7;51;967;732;0;90;9;25;26146;;;
7;52;1022;706;0;36;19;32;9287;;;
7;53;1065;722;0;87;9;22;22322;;;
7;54;724;746;0;95;9;12;26214;;;
7;55;764;754;0;109;7;18;9015;;;
7;56;780;750;0;99;7;17;9079;;;
7;57;810;750;0;64;13;12;4990;;;
7;58;925;736;0;48;9;8;13073;;;
7;59;796;779;0;78;23;35;316;;;
7;60;1035;772;0;44;9;24;16487;;;
7;61;849;824;0;56;19;22;4403;;;
7;62;1005;807;0;60;17;23;51219;;;
7;63;1031;835;1;83;8;15;10103;;;
7;64;737;841;0;39;32;8;2299;;;
7;65;784;846;0;83;20;18;51251;;;
7;66;873;857;0;73;29;34;4207;;;
7;67;1019;838;0;98;9;18;9830;;;
7;68;706;873;0;57;7;10;383;;;
7;69;843;869;0;64;18;7;3549;;;
7;70;661;909;0;38;7;11;4383;;;
7;71;636;291;4;70;6;11;60494;;;
7;72;564;307;2;83;30;16;35268;;;
7;73;879;324;0;31;24;17;31948;;;
7;74;944;343;2;30;29;32;58913;;;
7;75;859;445;0;50;31;35;51768;;;
7;76;835;590;0;35;9;10;4927;;;
7;77;850;722;0;66;15;9;4927;;;
7;78;1081;724;0;30;13;20;46852;;;
7;79;1070;769;0;67;20;19;49427;;;
7;80;1048;798;2;34;21;18;54547;;;
7;81;1081;785;2;55;18;35;16695;;;
7;82;635;937;0;45;7;9;4383;;;
7;83;679;317;0;59;12;20;49255;;;
7;84;785;345;3;93;19;22;52227;;;
7;85;518;382;1;75;9;18;25398;;;
7;86;593;593;2;71;8;11;4383;;;
7;87;1090;727;3;44;14;25;30470;;;
7;88;905;856;0;29;20;20;12590;;;
7;89;534;875;3;52;34;35;6892;;;
7;90;872;482;2;34;14;15;5911;;;
7;91;923;526;0;29;35;22;35938;;;
7;92;936;447;0;71;15;26;58396;;;
8;0;671;300;0;74;29;11;43152;;;
8;1;898;304;0;49;17;11;6553;;;
8;2;941;296;0;49;12;17;13068;;;
8;3;853;327;6;33;19;35;14621;;;
8;4;926;330;0;43;17;32;25380;;;
8;5;582;344;0;35;26;16;3320;;;
8;6;697;347;0;66;12;9;20465;;;
8;7;738;347;1;45;22;13;7169;;;
8;8;836;344;0;55;22;19;4492;;;
8;9;867;359;0;31;5;12;30311;;;
8;10;905;369;0;89;20;32;5734;;;
8;11;954;363;0;56;29;23;33911;;;
8;12;497;379;0;64;6;12;3788;;;
8;13;565;384;0;67;18;20;17601;;;
8;14;581;393;0;51;15;15;52417;;;
8;15;715;410;0;76;23;22;5260;;;
8;16;859;384;0;72;23;29;3276;;;
8;17;901;391;0;93;18;17;32887;;;
8;18;969;394;0;48;17;9;7640;;;
8;19;527;413;0;31;5;17;25107;;;
8;20;827;431;0;63;7;13;26118;;;
8;21;871;424;3;67;21;10;2353;;;
8;22;892;419;0;57;22;11;921;;;
8;23;923;433;0;90;16;18;60993;;;
8;24;982;427;0;57;13;9;4607;;;
8;25;717;466;0;38;18;21;7375;;;
8;26;725;472;6;36;31;20;2766;;;
8;27;809;472;0;82;33;26;3715;;;
8;28;834;467;0;77;22;16;4408;;;
8;29;983;462;0;73;11;7;4447;;;
8;30;1039;496;0;79;15;5;4479;;;
8;31;896;536;4;58;18;24;4174;;;
8;32;1041;526;0;97;27;8;2481;;;
8;33;1055;527;0;80;22;7;2929;;;
8;34;1091;526;0;72;9;12;9964;;;
8;35;908;566;0;71;11;12;14286;;;
8;36;1043;558;0;76;10;21;30242;;;
8;37;1049;574;4;82;11;18;30211;;;
8;38;1095;578;0;63;13;22;29446;;;
8;39;859;620;0;39;10;18;25667;;;
8;40;961;615;0;52;7;13;30471;;;
8;41;1015;592;0;60;9;21;26163;;;
8;42;1017;611;0;49;19;34;26185;;;
8;43;738;648;0;60;19;22;13214;;;
8;44;998;627;4;57;24;20;4334;;;
8;45;1065;623;0;53;20;13;36113;;;
8;46;736;686;0;55;10;7;4383;;;
8;47;884;685;0;54;15;9;4383;;;
8;48;978;687;0;61;13;15;3359;;;
8;49;732;715;0;101;11;10;4383;;;
8;50;884;727;0;91;17;22;13068;;;
8;51;967;732;0;94;11;25;18018;;;
8;52;1022;706;0;53;19;32;9411;;;
8;53;1065;722;1;87;9;22;22322;;;
8;54;724;746;0;94;8;13;26487;;;
8;55;765;755;0;103;7;16;26214;;;
8;56;778;743;0;95;7;16;26214;;;
8;57;811;750;0;57;13;13;4926;;;
8;58;925;736;0;52;11;8;4383;;;
8;59;796;779;1;78;23;35;316;;;
8;60;1035;772;1;44;9;24;16487;;;
8;61;850;824;0;57;19;22;4403;;;
8;62;1005;808;0;65;20;23;12574;;;
8;63;1031;835;2;83;8;15;10103;;;
8;64;771;833;0;60;32;18;1681;;;
8;65;783;846;0;86;20;19;51251;;;
8;66;873;857;0;48;28;32;4335;;;
8;67;1017;837;0;92;8;16;26214;;;
8;68;706;873;1;57;7;10;383;;;
8;69;842;868;0;55;18;6;2525;;;
8;70;660;913;0;44;9;11;4383;;;
8;71;636;291;5;70;6;11;60494;;;
8;72;564;307;3;83;30;16;35268;;;
8;73;879;324;0;45;24;18;7372;;;
8;74;944;343;3;30;29;32;58913;;;
8;75;859;445;0;62;30;35;52280;;;
8;76;835;590;0;31;8;10;4383;;;
8;77;850;722;1;66;15;9;4927;;;
8;78;1076;724;0;48;15;22;63328;;;
8;79;1070;769;1;67;20;19;49427;;;
8;80;1047;798;0;32;23;26;61723;;;
8;81;1081;785;0;65;19;35;16695;;;
8;82;635;937;1;45;7;9;4383;;;
8;83;679;317;0;52;12;7;1905;;;
8;84;785;345;4;93;19;22;52227;;;
8;85;520;382;0;74;13;22;33559;;;
8;86;593;593;3;71;8;11;4383;;;
8;87;1091;728;0;35;12;25;30470;;;
8;88;905;856;1;29;20;20;12590;;;
8;89;534;875;4;52;34;35;6892;;;
8;90;872;482;3;34;14;15;5911;;;
8;91;923;531;0;39;21;18;61201;;;
8;92;933;447;0;79;16;26;26140;;;
8;93;1031;435;0;58;20;10;7089;;;
8;94;736;546;0;90;13;11;26520;;;
9;0;671;299;0;78;29;18;10393;;;
9;1;898;304;0;47;19;10;6557;;;
9;2;941;296;0;53;13;17;13068;;;
9;3;853;327;7;33;19;35;14621;;;
9;4;922;317;0;64;23;33;4807;;;
9;5;582;344;0;40;26;23;7419;;;
9;6;697;347;0;71;12;11;20337;;;
