FRAME;ID;X;Y;LOST_COUNT;#PIX;X_SIZE;Y_SIZE;SHAPE;CEPA;TRATAMIENTO;FECHA
75;76;833;590;0;28;8;10;4383;;;
75;77;851;722;0;63;9;7;4383;;;
75;78;1082;723;0;43;15;21;46944;;;
75;79;1070;770;0;58;20;19;49171;;;
75;81;1080;786;3;48;18;33;24887;;;
75;82;635;937;2;47;7;9;4447;;;
75;83;679;317;0;53;12;19;49159;;;
75;90;872;483;4;43;14;15;56579;;;
75;91;896;537;5;47;9;8;4895;;;
75;92;936;447;0;75;15;27;26132;;;
75;93;1031;437;3;67;21;18;315;;;
75;94;725;472;5;30;30;20;2766;;;
75;96;1030;806;2;37;19;16;4383;;;
75;100;542;852;0;97;20;11;4080;;;
75;111;785;752;0;97;11;9;4895;;;
75;113;938;678;0;45;10;12;19655;;;
75;115;796;779;4;80;23;35;316;;;
75;117;1042;526;2;89;28;7;3376;;;
75;121;517;385;4;44;11;33;52962;;;
75;126;593;594;2;65;7;11;4383;;;
75;127;732;840;0;53;18;8;3251;;;
75;128;636;291;5;59;9;16;52448;;;
75;132;1031;836;0;90;8;16;9830;;;
75;135;852;292;0;83;18;21;49420;;;
75;137;736;395;0;63;10;8;4439;;;
75;138;955;364;0;57;31;23;33911;;;
75;139;761;384;1;74;20;13;2551;;;
75;140;711;464;5;29;18;13;36055;;;
75;141;857;639;6;60;9;19;25363;;;
75;143;925;736;0;49;12;8;785;;;
75;144;1020;748;6;52;11;8;4383;;;
75;145;905;857;1;47;13;18;12591;;;
75;146;738;347;5;40;20;12;40065;;;
75;147;592;266;4;63;35;24;50945;;;
75;148;875;323;0;44;15;10;4383;;;
76;0;672;301;0;61;28;13;43152;;;
76;1;898;305;0;55;19;10;6557;;;
76;2;940;296;0;42;11;15;4895;;;
76;4;926;330;0;42;18;32;25396;;;
76;5;582;344;1;34;26;15;36080;;;
76;6;697;347;0;60;12;10;20311;;;
76;8;836;343;0;59;22;34;4553;;;
76;10;905;370;0;74;11;21;30342;;;
76;12;504;381;0;39;34;23;35393;;;
76;13;565;384;0;60;16;20;18113;;;
76;14;582;394;0;69;14;18;52355;;;
76;15;713;410;0;72;22;22;5324;;;
76;16;859;384;0;83;22;29;3276;;;
76;17;903;390;0;87;18;22;2151;;;
76;18;970;394;0;58;20;9;19920;;;
76;19;522;413;0;45;13;18;52231;;;
76;20;826;430;0;74;7;15;30478;;;
76;21;871;424;0;71;35;26;1550;;;
76;22;892;420;0;34;21;11;921;;;
76;23;922;433;0;91;17;16;60993;;;
76;24;982;427;0;65;12;9;8189;;;
76;25;717;466;0;42;18;16;3279;;;
76;27;809;472;0;81;33;21;3587;;;
76;28;835;467;0;78;9;10;4415;;;
76;29;983;462;0;78;11;7;4479;;;
76;30;1039;496;0;81;16;5;4081;;;
76;32;1046;526;1;78;25;7;2480;;;
76;33;1056;526;5;76;20;8;881;;;
76;34;1091;526;0;70;9;11;4383;;;
76;35;908;565;0;70;11;13;6015;;;
76;36;1039;562;0;64;11;21;26179;;;
76;38;1095;578;0;72;13;23;29446;;;
76;39;858;622;0;52;5;28;58978;;;
76;40;961;615;0;67;7;15;29495;;;
76;41;1014;591;0;52;8;20;26163;;;
76;42;1017;611;0;46;19;34;26185;;;
76;43;737;648;0;46;17;21;13070;;;
76;44;999;625;0;54;25;21;4463;;;
76;45;1067;623;0;33;18;11;35921;;;
76;46;738;686;0;60;10;7;4383;;;
76;47;877;690;0;54;15;10;4511;;;
76;48;979;687;0;67;13;15;52511;;;
76;49;732;716;0;103;10;11;4383;;;
76;50;883;728;0;91;15;23;4878;;;
76;51;967;732;0;94;10;25;18018;;;
76;52;1022;706;0;52;18;32;46147;;;
76;53;1066;724;0;86;9;24;30514;;;
76;54;724;746;0;89;9;11;4383;;;
76;56;765;753;2;82;28;15;2449;;;
76;57;810;751;0;67;13;12;4415;;;
76;60;1035;773;1;43;8;23;24615;;;
76;61;850;824;2;57;19;22;4403;;;
76;62;1004;807;0;65;7;10;1911;;;
76;65;784;847;0;85;20;18;51251;;;
76;66;873;857;1;56;28;33;4207;;;
76;67;1023;833;0;93;8;16;9830;;;
76;68;706;873;2;63;6;10;4415;;;
76;69;842;869;0;59;18;7;3541;;;
76;70;662;909;0;36;8;12;25037;;;
76;72;564;307;2;79;30;16;35268;;;
76;73;853;327;0;33;19;35;14620;;;
76;75;859;445;1;48;30;35;51768;;;
76;76;833;590;1;28;8;10;4383;;;
76;77;851;722;1;63;9;7;4383;;;
76;78;1081;724;0;39;19;22;47936;;;
76;79;1070;770;1;58;20;19;49171;;;
76;81;1088;785;0;38;27;34;33629;;;
76;82;635;937;3;47;7;9;4447;;;
76;83;678;317;0;52;12;20;16487;;;
76;90;872;483;5;43;14;15;56579;;;
76;91;896;537;0;62;21;22;34843;;;
76;92;936;447;1;75;15;27;26132;;;
76;93;1030;435;0;50;20;18;35259;;;
76;94;725;472;6;30;30;20;2766;;;
76;96;1030;806;3;37;19;16;4383;;;
76;100;543;857;0;104;19;12;2032;;;
76;111;783;754;0;99;11;9;4383;;;
76;113;938;678;1;45;10;12;19655;;;
76;115;796;779;0;80;23;35;316;;;
76;117;1042;526;0;91;28;9;2352;;;
76;121;517;385;5;44;11;33;52962;;;
76;126;593;594;3;65;7;11;4383;;;
76;127;738;841;0;53;33;9;2297;;;
76;128;636;291;6;59;9;16;52448;;;
76;132;1031;836;1;90;8;16;9830;;;
76;135;852;292;1;83;18;21;49420;;;
76;137;735;394;0;60;10;9;4465;;;
76;138;963;364;0;36;21;8;2451;;;
76;139;761;384;2;74;20;13;2551;;;
76;140;711;464;6;29;18;13;36055;;;
76;141;857;639;7;60;9;19;25363;;;
76;143;925;735;0;50;13;10;785;;;
76;144;1021;748;0;43;11;8;4383;;;
76;145;900;856;0;29;18;18;4375;;;
76;146;738;347;6;40;20;12;40065;;;
76;147;592;266;5;63;35;24;50945;;;
76;148;875;323;1;44;15;10;4383;;;
76;149;1049;574;0;62;11;18;30275;;;
77;0;671;299;0;81;29;18;10393;;;
77;1;898;305;0;50;17;10;6553;;;
77;2;941;296;0;49;13;17;13069;;;
77;4;925;331;0;59;31;34;50809;;;
77;5;582;344;0;38;26;16;3320;;;
77;6;697;347;0;66;12;11;28273;;;
77;8;836;344;0;55;22;33;7369;;;
77;10;905;370;0;81;14;33;13932;;;
77;12;504;382;0;47;34;35;58448;;;
77;13;565;384;0;64;16;21;17601;;;
77;14;582;392;0;51;14;20;52355;;;
77;15;714;409;0;70;22;22;5260;;;
77;16;857;393;0;77;9;15;29455;;;
77;17;903;390;0;82;12;22;2159;;;
77;18;968;394;0;59;20;10;3536;;;
77;19;522;413;0;46;13;18;50183;;;
77;20;826;430;0;68;7;15;30222;;;
77;21;871;424;0;71;35;24;1548;;;
77;22;891;419;0;50;21;11;921;;;
77;23;922;433;0;89;17;18;60993;;;
77;24;983;426;0;69;15;9;4575;;;
77;25;717;463;0;42;19;16;3271;;;
77;27;810;472;0;81;23;19;50695;;;
77;28;835;468;0;79;21;25;13184;;;
77;29;983;462;0;75;11;11;5471;;;
77;30;1039;496;0;52;15;5;4415;;;
77;32;1046;526;2;78;25;7;2480;;;
77;33;1056;527;0;84;12;8;2047;;;
77;34;1090;528;0;71;9;11;4383;;;
77;35;908;565;0;79;12;12;4991;;;
77;36;1039;562;0;66;10;13;30028;;;
77;38;1095;578;0;63;13;22;29446;;;
77;39;858;624;0;53;8;26;26210;;;
77;40;961;620;0;46;6;13;30471;;;
77;41;1014;591;1;52;8;20;26163;;;
77;42;1017;611;0;50;19;33;17993;;;
77;43;737;648;0;51;16;22;13086;;;
77;44;998;626;0;66;24;21;4334;;;
77;45;1067;621;0;45;20;15;35953;;;
77;46;736;687;0;55;10;7;4383;;;
77;47;875;689;0;49;15;8;4511;;;
77;48;979;688;0;58;20;14;28225;;;
77;49;732;717;0;105;11;11;4383;;;
77;50;884;728;0;94;17;23;4878;;;
77;51;967;732;0;86;10;25;18018;;;
77;52;1022;706;0;39;17;32;13379;;;
77;53;1066;724;1;86;9;24;30514;;;
77;54;723;746;0;98;8;13;18039;;;
77;56;765;753;0;92;26;13;2321;;;
77;57;810;750;0;61;12;12;4927;;;
77;60;1035;773;2;43;8;23;24615;;;
77;61;849;824;0;55;17;22;4403;;;
77;62;1004;807;0;60;7;10;887;;;
77;65;783;846;0;86;20;18;51251;;;
77;66;873;857;0;68;35;32;4334;;;
77;67;1023;833;1;93;8;16;9830;;;
77;68;706;873;3;63;6;10;4415;;;
77;69;842;869;0;70;18;9;2525;;;
77;70;661;908;0;51;9;12;8270;;;
77;72;564;307;3;79;30;16;35268;;;
77;73;853;327;1;33;19;35;14620;;;
77;75;859;445;2;48;30;35;51768;;;
77;76;833;590;2;28;8;10;4383;;;
77;77;851;722;0;60;9;7;4383;;;
77;78;1076;724;0;48;16;22;14180;;;
77;79;1070;770;0;62;20;20;49171;;;
77;81;1088;785;1;38;27;34;33629;;;
77;82;635;937;0;54;7;13;4415;;;
77;83;679;317;0;57;13;21;49251;;;
77;90;872;483;6;43;14;15;56579;;;
77;91;923;526;0;37;35;23;40034;;;
77;92;936;447;0;73;16;26;58388;;;
77;93;1030;435;1;50;20;18;35259;;;
77;94;725;472;7;30;30;20;2766;;;
77;96;1030;806;4;37;19;16;4383;;;
77;100;543;857;0;100;19;10;2033;;;
77;111;783;755;0;107;11;10;4383;;;
77;113;938;678;0;67;10;16;1655;;;
77;115;796;779;1;80;23;35;316;;;
77;117;1035;524;0;73;22;9;3537;;;
77;121;517;385;6;44;11;33;52962;;;
77;126;593;593;0;69;8;11;4383;;;
77;127;738;841;1;53;33;9;2297;;;
77;128;636;291;7;59;9;16;52448;;;
77;132;1031;836;0;88;7;18;9830;;;
77;135;852;292;2;83;18;21;49420;;;
77;137;735;393;0;65;23;22;238;;;
77;138;963;365;0;58;25;10;36113;;;
77;139;760;384;0;48;20;16;36451;;;
77;140;711;464;7;29;18;13;36055;;;
77;141;857;639;8;60;9;19;25363;;;
77;143;925;735;1;50;13;10;785;;;
77;144;1021;748;1;43;11;8;4383;;;
77;145;900;856;1;29;18;18;4375;;;
77;146;738;347;0;46;22;8;4557;;;
77;147;587;266;0;49;35;26;59264;;;
77;148;879;324;0;45;32;21;14024;;;
77;149;1049;574;1;62;11;18;30275;;;
77;150;868;359;0;34;4;12;30515;;;
77;151;944;344;0;31;17;15;36625;;;
77;152;732;500;0;41;9;9;4383;;;
77;153;1090;727;0;50;16;24;30468;;;
78;0;672;300;0;64;28;12;59536;;;
78;1;898;304;0;53;18;13;6553;;;
78;2;941;296;0;45;12;16;13068;;;
78;4;926;331;0;33;12;18;30467;;;
78;5;582;344;0;44;26;16;3320;;;
78;6;696;347;0;58;12;10;3703;;;
78;8;836;343;0;59;21;20;4508;;;
78;10;904;370;0;70;19;31;4902;;;
78;12;504;382;0;52;34;35;58448;;;
78;13;565;384;0;65;16;19;17612;;;
78;14;582;393;0;54;15;18;52355;;;
78;15;714;409;0;69;21;22;5260;;;
78;16;862;383;0;76;9;15;30479;;;
78;17;903;391;0;92;23;18;16947;;;
78;18;967;394;0;42;19;9;1916;;;
78;19;527;413;0;36;14;18;17415;;;
78;20;827;430;0;73;7;15;26382;;;
78;21;871;424;0;79;35;24;1550;;;
78;22;891;419;0;62;21;20;14737;;;
78;23;922;433;0;92;17;16;60993;;;
78;24;982;427;0;76;12;10;7679;;;
78;25;717;464;0;37;19;20;7375;;;
78;27;800;475;0;83;23;22;30977;;;
78;28;834;468;0;80;22;25;13184;;;
78;29;983;463;0;76;11;8;4383;;;
78;30;1039;496;0;70;16;5;4081;;;
78;32;1041;526;0;96;28;8;3376;;;
78;33;1056;527;1;84;12;8;2047;;;
78;34;1089;529;0;74;9;12;12012;;;
78;35;908;566;0;96;11;12;14284;;;
78;36;1039;560;0;59;10;13;30028;;;
78;38;1095;577;0;53;14;5;1393;;;
78;39;858;624;0;44;8;8;29463;;;
78;40;961;615;0;67;7;15;13111;;;
78;41;1014;592;0;55;9;21;26163;;;
78;42;1017;611;0;36;18;33;17737;;;
78;43;739;650;0;48;19;23;12558;;;
78;44;998;626;1;66;24;21;4334;;;
78;45;1067;620;0;54;20;16;35953;;;
78;46;737;687;0;53;10;7;4383;;;
78;47;884;685;0;50;15;9;4511;;;
78;48;979;687;0;55;21;14;28225;;;
78;49;731;715;0;102;11;11;4383;;;
78;50;883;728;0;96;17;23;4876;;;
78;51;967;732;0;88;11;25;18019;;;
78;52;1022;706;0;30;17;20;12492;;;
78;53;1066;724;2;86;9;24;30514;;;
78;54;723;746;0;102;9;12;18022;;;
78;56;765;754;0;81;7;11;4375;;;
78;57;810;750;0;54;13;12;4926;;;
78;60;1035;774;0;45;6;11;4927;;;
78;61;849;824;0;54;17;22;4403;;;
78;62;1005;808;0;62;7;10;1911;;;
78;65;784;847;0;90;20;19;51251;;;
78;66;873;857;0;69;35;18;1678;;;
78;67;1018;837;0;91;8;19;9830;;;
78;68;706;873;0;65;17;15;307;;;
78;69;842;869;0;78;19;7;2525;;;
78;70;661;913;0;59;10;12;12623;;;
78;72;564;307;4;79;30;16;35268;;;
78;73;853;327;0;31;19;20;12568;;;
78;75;859;445;3;48;30;35;51768;;;
78;76;833;590;3;28;8;10;4383;;;
78;77;851;722;0;60;9;7;4383;;;
78;78;1077;724;0;31;13;22;30564;;;
78;79;1070;770;1;62;20;20;49171;;;
78;81;1081;785;0;66;19;35;24887;;;
78;82;635;937;1;54;7;13;4415;;;
78;83;679;317;1;57;13;21;49251;;;
78;90;876;486;0;37;15;23;59153;;;
78;91;924;529;0;42;20;20;52785;;;
78;92;936;447;0;70;15;27;26134;;;
78;93;1030;435;2;50;20;18;35259;;;
78;94;725;472;8;30;30;20;2766;;;
78;96;1031;806;0;38;19;16;4383;;;
78;100;543;857;0;104;20;11;3856;;;
78;111;784;755;0;110;13;9;1911;;;
78;113;938;677;0;53;10;16;1655;;;
78;115;796;779;0;70;23;35;16700;;;
78;117;1035;524;1;73;22;9;3537;;;
78;121;517;385;7;44;11;33;52962;;;
78;126;591;592;0;73;7;11;4383;;;
78;127;737;841;0;48;31;8;2297;;;
78;128;636;291;8;59;9;16;52448;;;
78;132;1031;836;1;88;7;18;9830;;;
78;135;852;292;3;83;18;21;49420;;;
78;137;735;394;0;64;22;22;238;;;
78;138;963;364;0;54;21;10;2451;;;
78;139;759;384;0;54;24;20;25496;;;
78;140;711;464;8;29;18;13;36055;;;
78;141;857;639;9;60;9;19;25363;;;
78;143;925;736;0;53;11;8;4383;;;
78;144;1021;748;2;43;11;8;4383;;;
78;145;900;856;2;29;18;18;4375;;;
78;146;738;347;1;46;22;8;4557;;;
78;147;592;266;0;61;24;28;53009;;;
78;148;879;324;0;47;21;20;23688;;;
78;149;1049;574;0;74;11;18;29761;;;
78;150;868;359;1;34;4;12;30515;;;
78;151;944;344;1;31;17;15;36625;;;
78;152;732;500;1;41;9;9;4383;;;
78;153;1091;728;0;32;12;24;30470;;;
78;154;836;377;0;53;27;20;52589;;;
79;0;672;299;0;68;28;13;10385;;;
79;1;898;304;1;53;18;13;6553;;;
79;2;941;296;0;48;12;15;4383;;;
79;4;922;317;0;58;23;32;4807;;;
79;5;582;344;0;42;26;16;3320;;;
79;6;697;347;0;80;12;10;20339;;;
79;8;835;343;0;60;21;24;4556;;;
79;10;905;370;0;73;17;20;28806;;;
79;12;497;379;0;64;7;12;19660;;;
79;13;565;384;0;62;17;21;18113;;;
79;14;582;394;0;62;14;18;52419;;;
79;15;714;408;0;71;22;22;5516;;;
79;16;859;384;0;77;23;29;3276;;;
79;17;904;390;0;88;18;22;2151;;;
79;18;969;394;0;56;20;9;19920;;;
79;19;527;413;0;40;13;18;52231;;;
79;20;826;430;0;69;7;15;30470;;;
79;21;871;424;0;63;31;26;5641;;;
79;22;892;420;0;35;20;10;3993;;;
79;23;923;433;0;95;20;18;52225;;;
79;24;982;427;0;46;12;10;7647;;;
79;25;717;461;0;31;19;19;7375;;;
79;27;811;473;0;97;34;26;3587;;;
79;28;835;468;0;76;15;25;13056;;;
79;29;983;462;0;79;15;18;60928;;;
79;30;1039;496;0;64;16;5;4080;;;
79;32;1041;526;1;96;28;8;3376;;;
79;33;1054;527;0;77;22;8;2355;;;
79;34;1090;527;0;69;9;12;9966;;;
79;35;905;568;0;74;10;12;6015;;;
79;36;1039;561;0;53;7;15;13175;;;
79;38;1095;578;0;65;13;6;3953;;;
79;39;858;622;0;48;9;28;58978;;;
79;40;961;616;0;64;7;14;30487;;;
79;41;1014;592;0;57;9;21;26163;;;
79;42;1017;612;0;39;17;31;26176;;;
79;43;737;648;0;55;18;21;13068;;;
79;44;999;626;0;58;25;21;4462;;;
79;45;1066;621;0;34;19;15;2167;;;
79;46;736;686;0;60;10;7;4383;;;
79;47;876;689;0;52;15;8;4511;;;
79;48;979;687;0;73;21;15;11777;;;
79;49;732;717;0;102;10;11;4383;;;
79;50;884;728;0;98;17;23;13070;;;
79;51;967;732;0;86;9;25;26146;;;
79;52;1022;706;0;30;17;20;12492;;;
79;53;1066;724;3;86;9;24;30514;;;
79;54;724;745;0;89;8;12;18039;;;
79;56;765;754;1;81;7;11;4375;;;
79;57;811;750;0;72;13;12;4990;;;
79;60;1035;773;0;45;8;27;16439;;;
79;61;849;824;1;54;17;22;4403;;;
79;62;1004;807;0;65;7;10;26487;;;
79;65;784;847;0;84;20;18;51251;;;
79;66;873;857;0;71;35;34;4205;;;
79;67;1023;833;0;94;8;18;9830;;;
79;68;705;873;0;59;6;10;4479;;;
79;69;842;869;0;79;18;9;2525;;;
79;70;660;913;0;50;9;12;8526;;;
79;72;564;307;0;74;30;16;35268;;;
79;73;853;327;1;31;19;20;12568;;;
79;75;859;445;4;48;30;35;51768;;;
79;76;833;590;4;28;8;10;4383;;;
79;77;851;722;1;60;9;7;4383;;;
79;78;1082;723;0;39;14;7;415;;;
79;79;1070;770;0;56;20;20;49171;;;
79;81;1081;785;1;66;19;35;24887;;;
79;82;635;938;0;50;7;13;4479;;;
79;83;679;317;2;57;13;21;49251;;;
79;90;876;486;1;37;15;23;59153;;;
79;91;924;529;1;42;20;20;52785;;;
79;92;936;447;0;70;15;27;26134;;;
79;93;1031;435;0;65;21;15;33083;;;
79;94;725;472;9;30;30;20;2766;;;
79;96;1031;806;1;38;19;16;4383;;;
79;100;543;856;0;101;20;11;3856;;;
79;111;782;755;0;109;13;9;2039;;;
79;113;938;678;0;57;10;15;1143;;;
79;115;796;779;1;70;23;35;16700;;;
79;117;1036;524;0;72;23;9;3283;;;
79;121;516;385;0;53;12;34;51874;;;
79;126;590;592;0;72;7;11;4383;;;
79;127;738;841;0;53;32;9;3320;;;
79;128;636;291;9;59;9;16;52448;;;
79;132;1031;836;2;88;7;18;9830;;;
79;135;852;292;4;83;18;21;49420;;;
79;137;736;395;0;59;23;19;4334;;;
79;138;963;365;0;45;22;10;35219;;;
79;139;759;384;1;54;24;20;25496;;;
79;140;711;464;9;29;18;13;36055;;;
79;143;925;736;0;48;10;7;4895;;;
79;144;1021;748;3;43;11;8;4383;;;
79;145;900;856;3;29;18;18;4375;;;
79;146;738;347;2;46;22;8;4557;;;
79;147;592;266;1;61;24;28;53009;;;
79;148;879;324;1;47;21;20;23688;;;
79;149;1049;574;0;63;10;17;26183;;;
79;150;868;359;2;34;4;12;30515;;;
79;151;944;344;2;31;17;15;36625;;;
79;152;732;500;2;41;9;9;4383;;;
79;153;1091;728;1;32;12;24;30470;;;
79;154;836;377;1;53;27;20;52589;;;
80;0;672;300;0;62;28;12;43152;;;
80;1;898;304;0;47;4;13;26183;;;
80;2;940;296;0;52;12;17;13068;;;
80;4;926;331;0;39;18;33;25396;;;
80;5;582;344;0;36;26;15;3312;;;
80;6;697;346;0;76;11;9;5407;;;
80;8;836;344;0;48;22;19;4380;;;
80;10;905;370;0;80;20;31;4910;;;
80;12;504;382;0;52;34;35;58448;;;
80;13;565;384;0;58;16;20;17601;;;
80;14;582;393;0;54;14;18;52419;;;
80;15;715;410;0;71;21;22;7308;;;
80;16;859;384;0;75;10;16;30214;;;
80;17;903;390;0;89;18;22;2151;;;
80;18;969;394;0;44;19;8;3544;;;
80;19;522;413;0;54;13;18;50183;;;
80;20;826;430;0;71;7;14;26182;;;
80;21;871;424;1;63;31;26;5641;;;
80;22;892;420;0;33;20;11;6041;;;
80;23;922;433;0;93;17;18;60929;;;
80;24;979;429;0;66;15;10;6621;;;
80;25;717;461;1;31;19;19;7375;;;
80;27;810;472;0;82;32;19;535;;;
80;28;834;469;0;84;22;26;4996;;;
80;29;983;462;0;75;11;7;4383;;;
80;30;1039;496;0;76;15;6;4415;;;
80;32;1047;526;0;82;28;7;2352;;;
80;33;1054;527;1;77;22;8;2355;;;
80;34;1091;526;0;70;9;12;9966;;;
80;35;908;566;0;91;11;12;14286;;;
80;36;1040;561;0;57;8;15;12662;;;
80;38;1095;578;0;70;13;7;1139;;;
80;39;858;622;0;38;9;28;58978;;;
80;40;961;615;0;62;7;14;30503;;;
80;41;1014;592;0;62;9;21;26163;;;
80;42;1016;611;0;50;18;34;17993;;;
80;43;738;650;0;57;17;23;13198;;;
80;44;999;626;1;58;25;21;4462;;;
80;45;1066;620;0;46;21;16;35953;;;
80;46;737;687;0;53;10;7;4383;;;
80;47;883;686;0;53;15;9;287;;;
80;48;979;687;0;78;21;20;28177;;;
80;49;731;713;0;109;11;11;4383;;;
80;50;883;728;0;97;16;23;4878;;;
80;51;967;732;0;84;7;25;26147;;;
80;52;1022;706;0;44;18;32;46147;;;
80;53;1065;722;0;82;9;21;30514;;;
80;54;723;746;0;92;7;13;18295;;;
80;56;765;754;2;81;7;11;4375;;;
80;57;809;750;0;57;12;12;4478;;;
80;60;1035;774;0;40;8;20;16423;;;
80;61;850;824;0;50;18;22;4403;;;
80;62;1005;807;0;62;7;10;1911;;;
80;65;783;847;0;82;20;19;52275;;;
80;66;873;857;0;59;35;33;4207;;;
80;67;1017;837;0;101;9;18;10086;;;
80;68;705;873;1;59;6;10;4479;;;
80;69;843;869;0;68;18;7;3541;;;
80;70;661;913;0;38;9;12;9038;;;
80;72;564;307;1;74;30;16;35268;;;
80;73;853;327;2;31;19;20;12568;;;
80;75;859;445;0;47;21;24;13066;;;
80;76;833;590;5;28;8;10;4383;;;
80;77;851;722;2;60;9;7;4383;;;
80;78;1082;723;1;39;14;7;415;;;
80;79;1070;770;1;56;20;20;49171;;;
80;81;1082;786;0;48;18;34;16695;;;
80;82;635;937;0;47;7;13;4479;;;
80;83;679;317;0;52;11;7;4383;;;
80;90;872;482;0;36;14;15;57089;;;
80;91;924;529;2;42;20;20;52785;;;
80;92;936;447;0;74;16;27;58388;;;
80;93;1031;435;1;65;21;15;33083;;;
80;94;726;472;0;32;18;13;52437;;;
80;96;1046;798;0;29;22;26;53531;;;
80;100;543;856;0;91;20;10;4080;;;
80;111;784;755;0;106;13;10;1911;;;
80;113;938;678;0;56;10;11;4383;;;
80;115;796;779;2;70;23;35;16700;;;
80;117;1036;524;1;72;23;9;3283;;;
80;121;516;385;1;53;12;34;51874;;;
80;126;590;592;1;72;7;11;4383;;;
80;127;732;839;0;55;18;7;3315;;;
80;132;1031;836;3;88;7;18;9830;;;
80;135;852;292;5;83;18;21;49420;;;
80;137;735;395;0;58;22;21;3310;;;
80;138;959;363;0;43;32;24;34033;;;
80;139;757;378;0;62;22;26;9116;;;
80;140;710;464;0;32;18;13;36053;;;
80;143;925;736;1;48;10;7;4895;;;
80;144;1021;748;4;43;11;8;4383;;;
80;145;890;839;0;79;10;9;4383;;;
80;146;738;347;3;46;22;8;4557;;;
80;147;592;266;2;61;24;28;53009;;;
80;148;875;325;0;51;15;9;4383;;;
80;149;1049;574;0;58;11;18;30279;;;
80;150;868;359;3;34;4;12;30515;;;
80;151;944;344;3;31;17;15;36625;;;
80;152;732;500;3;41;9;9;4383;;;
80;153;1091;727;0;37;13;23;30498;;;
80;154;836;377;2;53;27;20;52589;;;
81;0;671;300;0;80;29;12;43152;;;
81;1;898;306;0;56;18;12;6553;;;
81;2;941;296;0;45;12;15;13087;;;
81;4;926;331;0;37;26;21;49253;;;
81;5;582;344;0;36;24;15;52464;;;
81;6;697;347;0;71;11;11;4383;;;
81;8;835;343;0;61;21;34;4553;;;
81;10;904;370;0;80;19;35;4974;;;
81;12;504;382;0;52;34;34;58448;;;
81;13;565;384;0;58;15;20;18113;;;
81;14;582;394;0;65;14;18;52355;;;
81;15;714;410;0;67;23;22;5324;;;
81;16;859;384;0;85;23;29;3276;;;
81;17;903;391;0;90;18;17;32887;;;
81;18;968;394;0;48;19;9;2012;;;
81;19;527;414;0;49;13;18;50183;;;
81;20;826;430;0;72;6;15;26126;;;
81;21;871;424;2;63;31;26;5641;;;
81;22;892;420;0;50;20;11;6032;;;
81;23;922;433;0;90;17;15;52929;;;
81;24;979;428;0;60;12;9;7676;;;
81;25;717;468;0;38;19;17;7375;;;
81;27;810;472;0;76;23;26;3111;;;
81;28;835;466;0;80;15;10;4403;;;
81;29;983;462;0;75;11;7;4415;;;
81;30;1039;496;0;85;17;5;2035;;;
81;32;1046;526;0;83;27;7;2483;;;
81;33;1054;527;2;77;22;8;2355;;;
81;34;1091;525;0;67;9;11;4383;;;
81;35;908;566;0;95;12;13;5983;;;
81;36;1039;561;0;61;9;23;14182;;;
81;38;1095;578;0;59;13;6;1905;;;
81;39;858;623;0;38;9;27;25122;;;
81;40;961;615;0;57;6;14;29495;;;
81;41;1014;592;1;62;9;21;26163;;;
81;42;1017;611;0;53;18;34;26185;;;
81;43;737;648;0;46;15;22;13070;;;
81;44;999;626;2;58;25;21;4462;;;
81;45;1066;622;0;45;21;14;3313;;;
81;46;738;686;0;50;10;6;4383;;;
81;47;877;690;0;59;15;11;287;;;
81;48;979;687;0;67;13;14;52239;;;
81;49;731;715;0;100;11;11;4383;;;
81;50;884;728;0;92;17;23;4878;;;
81;51;967;732;0;87;9;25;26147;;;
81;52;1022;706;0;34;19;30;46279;;;
81;53;1064;724;0;86;8;24;22322;;;
81;54;724;746;0;94;8;12;1911;;;
81;56;765;753;0;84;28;15;2449;;;
81;57;810;750;0;52;13;12;4415;;;
81;60;1035;774;0;44;7;9;5911;;;
81;61;850;824;0;53;18;22;4403;;;
81;62;1005;808;0;65;19;23;4379;;;
81;65;783;847;0;97;21;20;52275;;;
81;66;873;857;0;53;27;32;750;;;
81;67;1019;838;0;96;8;18;9830;;;
81;68;705;873;2;59;6;10;4479;;;
81;69;848;869;0;49;18;6;2525;;;
81;70;661;913;0;46;8;12;12623;;;
81;72;564;307;2;74;30;16;35268;;;
81;73;853;327;3;31;19;20;12568;;;
81;75;859;445;0;59;31;35;52792;;;
81;76;833;590;6;28;8;10;4383;;;
81;77;851;722;0;61;9;7;4383;;;
81;78;1083;723;0;37;14;7;415;;;
81;79;1070;769;0;53;20;19;49427;;;
81;81;1082;786;1;48;18;34;16695;;;
81;82;635;937;1;47;7;13;4479;;;
81;83;679;316;0;58;14;20;49191;;;
81;90;872;482;1;36;14;15;57089;;;
81;91;923;527;0;30;35;22;40546;;;
81;92;936;447;1;74;16;27;58388;;;
81;93;1031;435;2;65;21;15;33083;;;
81;94;726;472;1;32;18;13;52437;;;
81;96;1031;806;0;43;20;18;4411;;;
81;100;543;857;0;101;20;11;3984;;;
81;111;782;755;0;112;11;10;4383;;;
81;113;938;677;0;53;10;11;4383;;;
81;115;796;779;3;70;23;35;16700;;;
81;117;1036;524;2;72;23;9;3283;;;
81;121;516;385;2;53;12;34;51874;;;
81;126;590;592;2;72;7;11;4383;;;
81;127;738;841;0;48;33;8;2297;;;
81;132;1031;836;4;88;7;18;9830;;;
81;135;852;292;6;83;18;21;49420;;;
81;137;736;394;0;68;23;22;4302;;;
