treatment,classifier,accuracy_mean,accuracy_std,precision_control,recall_control,f1_control,precision_treatment,recall_treatment,f1_treatment,n_significant_features_fdr,n_folds
ETANOL,RandomForest,0.5902652955409609,0.024523083065719552,0.6006637168141593,0.430952380952381,0.5014843668820892,0.5848291835552982,0.7366885485047411,0.6515667792158111,0,10
CBD 0.3uM,RandomForest,0.5580790905557714,0.021909868747606913,0.6132208157524613,0.346031746031746,0.44097403272315716,0.536036036036036,0.7758761206193969,0.6336742422365013,0,10
Total_Extract_CBD,RandomForest,0.5282104417670683,0.014377588027878512,0.5435016111707841,0.4015873015873016,0.46135885440047864,0.5191326530612245,0.6569814366424536,0.5795059640881298,0,10
