treatment,alpha_pooled,alpha_ci_lower,alpha_ci_upper,xmin,loglikelihood_ratio,p_value,n_total_steps,n_worms_tested,alpha_mean_worms,alpha_median_worms,alpha_std_worms,alpha_min_worms,alpha_max_worms,n_levy_statistical,percent_levy_statistical,n_levy_strict,percent_levy_strict
Control,2.4504739323703877,2.3098771167364336,4.182658466454828,5.0,-46.905681075478135,1.963431252554926e-09,32662,202,14.013579913771755,4.104652164085865,45.00772415950223,1.7182826993162634,595.6507221293375,2,0.9900990099009901,61,30.198019801980198
ETANOL,2.842257971884463,2.7603921456893845,3.06511449243253,6.708203932499369,-2.79169442742647,0.15121662366581437,18614,115,4.482858021676523,3.7101026106375445,3.00308657601166,1.857809422897645,20.844802950468807,0,0.0,38,33.04347826086956
CBD 0.3uM,2.8841413725722913,2.6787040083706484,5.747726917069129,5.0990195135927845,-0.2819963231339174,0.14067131670028113,15085,103,26.74799684392678,11.989038822090398,40.48769293229425,2.2916391952124253,278.12535146420333,6,5.825242718446602,6,5.825242718446602
Total_Extract_CBD,2.531206795624467,2.4934570406108425,2.6466054651405173,2.8284271247461903,-4.025246255225569,0.05065362114741763,22899,144,,,,,,9,6.25,14,9.722222222222223
