strain,treatment,track_id,n_steps,alpha,R,p_value,is_levy_strict,is_levy_statistical,classification
BR5271,Control,1645_1_105,93,5.1933839925843,0.00014072080280347343,0.9652773571135335,False,False,Brownian
BR5271,Control,1645_1_11,80,3.5731001161293054,-0.1423711580777619,0.3906864095747755,False,False,Brownian
BR5271,Control,1645_1_12,93,23.196731161387884,-0.02492765767165306,0.8773178037086746,False,False,Brownian
BR5271,Control,1645_1_13,107,62.74734775004762,-4.481374260500463,0.02009486196777626,False,False,Brownian
BR5271,Control,1645_1_14,144,60.356595968003056,-6.366562277001873,0.019307958868996448,False,False,Brownian
BR5271,Control,1645_1_16,193,5.4611629390272824,-3.4556576571579107,6.566898247075896e-05,False,False,Brownian
BR5271,Control,1645_1_17,70,21.197730572445487,-1.153582345941635,0.19490694887880833,False,False,Brownian
BR5271,Control,1645_1_19,176,3.86050067096774,-0.46420513723756346,0.11872076988522083,False,False,Brownian
BR5271,Control,1645_1_21,159,11.921308778062778,0.005479203616660544,0.7332519810973052,False,False,Brownian
BR5271,Control,1645_1_22,154,4.42948631270741,0.0007460255098249435,0.910010445133709,False,False,Brownian
BR5271,Control,1645_1_23,106,34.983483185384465,-9.01515374206781,0.003045746248596214,False,False,Brownian
BR5271,Control,1645_1_3,207,5.626437433682506,-0.372906401545987,0.0020962533204862315,False,False,Brownian
BR5271,Control,1645_1_34,80,5.527339313361282,-0.9371571687619653,0.194030652012525,False,False,Brownian
BR5271,Control,1645_1_4,74,4.356303643686144,-1.3446046472948048,0.18372652488510055,False,False,Brownian
BR5271,Control,1645_1_6,171,25.67008519920127,-20.9295515767539,3.979876087255888e-06,False,False,Brownian
BR5271,Control,1645_1_79,91,6.114763112394515,-0.7210060075580446,0.40182727453595946,False,False,Brownian
BR5271,Control,1645_1_8,178,10.177025590209182,-1.4516476898447987,0.007397964255234516,False,False,Brownian
BR5271,Control,1645_1_94,54,2.5150052732638706,0.0009372116179143242,0.8240738579795939,True,False,Lévy
BR5271,Control,1700_3_0,103,2.592080630464803,0.003029925714250259,0.4316614051817955,True,False,Lévy
BR5271,Control,1700_3_1,118,3.327993751020255,-0.04503303250080823,0.25019073315998575,False,False,Brownian
BR5271,Control,1700_3_106,106,2.179111351384661,-0.5452747118011689,0.0319096961134305,True,False,Lévy
BR5271,Control,1700_3_11,206,48.50608325148135,-0.4091116770894532,0.5328027753346829,False,False,Brownian
BR5271,Control,1700_3_112,94,2.5677551890915677,-0.012207445448555454,0.9242292580982652,True,False,Lévy
BR5271,Control,1700_3_115,57,2.583161866532656,-0.9733656573122189,0.3517203999173826,True,False,Lévy
BR5271,Control,1700_3_12,180,3.8461846470546655,-0.6770545236445531,0.31095984291641987,False,False,Brownian
BR5271,Control,1700_3_122,52,4.715596113937023,-0.7281476958724691,0.2960730170453292,False,False,Brownian
BR5271,Control,1700_3_13,155,6.560953718342189,-0.5805567166954325,0.291043814385893,False,False,Brownian
BR5271,Control,1700_3_130,96,2.6450213992754845,-0.9661203124954216,0.38831489116032325,True,False,Lévy
BR5271,Control,1700_3_133,129,73.33986693797107,-0.3819554207568139,0.2587110317580742,False,False,Brownian
BR5271,Control,1700_3_136,143,3.6717151841498303,0.0003454866585481525,0.9876530720787025,False,False,Brownian
BR5271,Control,1700_3_138,72,2.6401314910695706,-0.0954131084954648,0.5002578001949765,True,False,Lévy
BR5271,Control,1700_3_14,72,2.4420243084275803,0.00035937493936866183,0.9665470210646808,True,False,Lévy
BR5271,Control,1700_3_15,147,2.7456179492340436,-0.19603010198502213,0.6801538277230588,True,False,Lévy
BR5271,Control,1700_3_156,75,2.7045222328562843,-0.19665411369678742,0.6903360617592517,True,False,Lévy
BR5271,Control,1700_3_16,97,2.772422282243432,-0.15261299706291565,0.7114440903832969,True,False,Lévy
BR5271,Control,1700_3_161,117,5.535977029837088,-0.658191404167324,0.17234992333301924,False,False,Brownian
